message,label
【工作媒合】有興趣轉職至電商產業嗎？加入「跨境電商營運助理」實習計畫，即日起開放報名。,0
【誠品生活】誠品敦南店誠徵夜班補貨員，時薪180元，另有夜間津貼，歡迎應屆畢業生,0
【工作推薦】餐飲內場人員徵才，無經驗可，公司提供全套培訓，每週排休兩天。,0
【獵才通知】您具備行銷經歷？某外商科技公司誠徵數位行銷經理，年薪上看百萬，立即了解。,0
【台灣就服網】工研院徵「技術研發人員」，理工相關背景佳，工作地點：竹科。,0
【南港軟體園區職缺】科技公司誠徵前端工程師，待遇從優，另有年終與股票分紅。,0
【Job雲】您可設定每日精選職缺通知，根據您設定的關鍵字，自動推播合適職缺！,0
【中高齡再就業】台北市政府就業服務處舉辦「50+就業博覽會」，免費參加。,0
【志工招募】花博園區徵求導覽志工，每週服務半天，提供訓練課程與認證。,0
【職能媒合】台北科技大學舉辦應屆畢業生就業媒合會，歡迎報名參加。,0
【富邦證券】提醒您：本週四將舉辦「ETF投資新手說明會」，免費報名。,0
【台灣證交所】近期投資詐騙頻傳，請認明合法證券商，勿將資金交付陌生人。,0
【LINE官方公告】我們不會主動邀請加入「穩賺不賠」投資群組，請提高警覺。,0
【國泰投信】5月基金定期定額提醒，請確認帳戶餘額充足以完成扣款。,0
【元大投信】「美股科技指數ETF」已突破年初高點，歡迎登入交易平台進一步了解。,0
【台新銀行】基金平台推出新手投資獎勵活動，首筆申購最高回饋 NT$500。,0
【證券商提醒】請勿提供帳密給非官方投顧人員，保障您帳戶安全。,0
【投資小知識】「高報酬＝高風險」，理財前請務必瞭解風險屬性及投資標的。,0
【富蘭克林華美】每月線上說明會，解讀市場動態、升息趨勢與配置建議。,0
【金融監督管理委員會】詐騙案例增多，請勿加入社群推銷「短線暴利」商品。,0
【永豐金證券】投資講座《從零開始的ETF配置》報名開放中，線上參加不限地區。,0
【台灣積體電路】年度股東大會將於6月舉行，請股東攜帶身分證及股東會通知單。,0
【開發金控】公布第一季財報，淨利較去年同期成長15%，詳細資料請至官網。,0
【MoneyDJ理財網】台股盤中快訊：加權指數大漲200點，外資買超重回市場。,0
【REITs 新手指南】了解房地產投資信託基本概念，從小資投資開始。,0
【投資理財免費講座】5/27(一) 台北舉辦，歡迎對基金、ETF 有興趣的民眾參加。,0
【財經部落格推薦】了解股息型ETF與成長型ETF的差異，打造適合自己的投資組合。,0
【理財課程】彰化銀行與社區大學合作舉辦「財務規劃基礎班」，歡迎報名。,0
【金管會提醒】境外詐騙集團假冒台灣合法金控名稱發送訊息，請勿回應。,0
[人力銀行通知] 您已應徵「倉儲理貨員」，企業將於三日內通知是否面試，祝您求職順利。,0
感謝您報名參加「1111人力銀行」線上就業講座，直播連結將於開場前30分鐘寄至您信箱，敬請留意。,0
【派遣公司通知】明日臨時工報到時間為上午8:00，請至新北市中和區民安街5號集合，請攜身分證件與口罩。,0
 【永豐證券通知】您下單的「台積電」股票已成功成交，成交價格 $830，數量100股，歡迎使用手機APP查詢。,0
親愛的客戶您好，您設定的「0050價格到價通知」已達 $120，是否執行買入？請至元大APP查看詳情。,0
《新手理財入門講座》週六晚上7點線上開講，由投信顧問分享「基金配置基礎策略」，歡迎報名參加。,0
【證券月結單通知】您2025年4月投資總損益為 +5.2%，明細已寄送至信箱，或可至官網下載PDF檔。,0
【momo購物網】您訂購的「日立吸塵器」已出貨，物流單號 23456789，預計明日送達，謝謝您的訂購。,0
【中華電信】您好，您本月電信帳單金額為 $899，繳款期限為 2025/05/25，請至超商或線上繳費平台繳費。,0
"【Line Pay Money】您今日支付 7-11 $150 成功，餘額尚有 $2,320，感謝使用 Line Pay。",0
【富邦銀行】您已成功設定自動扣款功能，扣款帳戶：尾號3456，每月26日固定扣繳電信費用。,0
【7-11交貨便通知】訂單編號 A123456 已送達「台北市大安門市」，請於三日內取貨，謝謝您的使用。,0
【黑貓宅急便】您好，您的包裹將於5月22日送達，若您不在家，將自動改投鄰近超商並簡訊通知。,0
【蝦皮商城】訂單#SHP999872 配送進度更新：已完成配貨，預計後天送達，感謝您的耐心等待。,0
近期詐騙案件增加，若接獲聲稱為銀行或警調要求您匯款或提供帳號密碼，請立即掛斷。,0
【台灣大哥大】我們不會以電話要求您提供信用卡、銀行帳戶資訊，如有疑似詐騙請撥165查證。,0
【悠遊卡公司】請勿將悠遊卡卡號或手機 OTP 驗證碼提供給任何陌生人，以免遭詐騙。,0
【台灣高鐵】您已成功預約5月25日 台北→高雄車票，車次123，出發時間 14:00，請提早至車站報到。,0
【Google 帳號安全通知】您的帳戶於新裝置登入，若非本人操作，請立即更改密碼並檢查帳號活動紀錄。,0
「您好，我是房東，這間房目前還在出租中，若您方便，可直接約時間來現場看屋，不需事先匯款。」,0
「看屋完全免費，若有意租屋，我們會當場簽訂租約與收據，並由合法仲介協助處理流程。」,0
.「您好，我對您的商品有興趣，請問可以面交嗎？或是使用蝦皮下單寄送也可以，謝謝！」,0
「您好，這是中華電信提醒，您本月帳單為新台幣820元，請於5月31日前繳費，謝謝您的配合。」,0
健保局通知：您的保險期限即將到期，若需續保請透過健保快易通APP辦理。,0
「您好，這是來自稅捐處的通知，您可透過官方網站查詢稅務資料或撥打客服電話：0800-000321 進行洽詢。」,0
「臺灣高等檢察署提醒民眾，若接獲來電要求交付現金或金融資料，請提高警覺並撥165反詐騙專線。」,0
恭喜您獲得會員抽獎資格！請至全聯官方APP點選『會員活動』參加，登錄發票即有機會中大獎！,0
您好，若您對基金投資有興趣，建議透過合法金融機構如永豐、富邦等進行諮詢與開戶。,0
證券公司提醒您：切勿將帳戶交由他人操作，投資須審慎評估風險。,0
交通部提醒：請定期至監理服務網查詢車輛罰單與繳費資訊，避免逾期產生利息與罰款。,0
"您好，這裡是591上的套房屋主，目前房子仍有空，如果您有興趣可以約時間來現場看屋，平日晚上或週末皆可配合，地點在捷運公館站附近，租金每月13,000元，含水網，電費另計。",0
"您好，我是中介小林，關於您詢問的信義路兩房租屋，目前尚未出租，租金18,500元/月，押金兩個月，最短租期一年，可遷入時間為下週一起。歡迎約看，時間可討論。",0
"您好，感謝您對我刊登的租屋資訊有興趣，房子位於中和捷運站步行約5分鐘，環境安靜，有基本家具電器，租金每月15,000元，歡迎加 LINE：@abc123 安排看屋時間。",0
目前有幾位租客在排看，若您有確定時間方便來看，請提前告知，我們會依預約順序安排。此物件不收仲介費，也不會要求先匯款，請您安心。,0
"房子是家人自住多年，近期才決定出租，希望找生活作息正常、不吸菸的租客。地點在士林，兩房一廳一衛，家電齊全。租金含管理費19,000元，可開收據，歡迎約看。",0
提醒您，來看屋不需任何費用，也不會要求您事前付款或訂金。如有任何疑問，歡迎打電話或加LINE洽詢，謝謝。,0
您好，這裡是兆豐銀行客服中心，為了保障您的帳戶安全，請您確認最近是否有異常交易。如有疑問，歡迎撥打我們的客服專線查詢,0
恭喜您！您參加的台灣Pay信用卡滿額抽獎活動結果已公佈，請至官方網站查看中獎名單及領獎說明。,0
我和家人計畫在台灣結婚，目前在準備相關事務，若有需要資金協助，我會盡快告知你。,0
你好，我看到你在IG分享的攝影作品很棒！如果你願意，我們可以聊聊拍攝技巧和興趣。,0
親愛的，這是我今天拍的照片，想跟你分享我的日常。如果你想了解理財，我可以推薦一些正規的平台。,0
我之前是導遊，現在轉行做金融服務，期待能找到志同道合的朋友一起努力。,0
如果我遇到困難，會第一時間跟你說，謝謝你一直以來的支持與理解。,0
謝謝你在直播平台的支持！我會持續努力帶來更好的內容，期待和你有更多互動。,0
我爸爸最近身體不太好，醫療費用不少，感謝你的關心與支持。,0
爸媽，我人在外地出差，手機有點問題，謝謝你平時的照顧，我會盡快聯絡你。,0
你願意和我一起規劃未來嗎？我們可以討論怎麼一起存錢買房買車，努力實現夢想。,0
這裡是台北地檢署，針對您的案件已發出正式通知，請依規定時間及地點配合調查，謝謝。,0
我們是退休理財服務中心，提供安全穩定的投資方案，歡迎有興趣的長者來電諮詢。,0
您好，我們將於近期舉辦平安法會，歡迎信眾報名參加，祝福身心健康。,0
您好，您的中華電信帳號尚有欠費，請盡快繳費以避免服務中斷，有需要協助請聯絡客服。,0
伯伯您好，目前有促銷活動，磁氣按摩墊有助於舒緩身體不適，歡迎來店試用。,0
您好，您符合新手媽媽補助資格，請至官方網站申請並填寫資料，我們將協助您完成補助。,0
我們是親子攝影團隊，提供專業拍攝服務，有免費活動可報名，歡迎聯絡預約。,0
媽咪您好，我們提供嬰兒用品試用活動，歡迎前往官方網站了解更多資訊。,0
您好，這裡是Garena客服，提醒您帳號安全，請勿向他人透露密碼或點數序號。,0
恭喜您參加蝦皮百萬回饋活動，請至官方平台查詢中獎詳情。,0
LINE官方抽獎通知，請至LINE官方帳號確認中獎資格。,0
寶貝，手機有點問題，會盡快修理，謝謝你的耐心等待。,0
苗栗老梅乾特惠活動，歡迎至指定通路購買，數量有限，售完為止。,0
您好，您參加的團購已確認，若有問題請透過官方客服反映。,0
Switch OLED限量現貨，官方通路提供發票與保固，歡迎選購。,0
您好，我是阿肥區長，感謝大家持續支持社區建設。,0
大家好，我是區長沃德，期待與大家共同推動社區發展。,0
您好，我們持續努力服務民眾，感謝您的理解與支持,0
我是○○議員，歡迎您參與公共事務，一起為地方努力。,0
投資理財需要正確的觀念與策略。我是XXX老師，目前有開設免費線上講座，分享如何從小額資金開始建立投資計畫，有興趣的朋友歡迎私訊報名。,0
虛擬貨幣是一種高風險的投資工具，建議大家在參與前多了解市況與風險管理方式。想進一步認識比特幣與以太坊的朋友，歡迎加入我們的交流社群！,0
根據近期消息，某些區塊鏈平台將推出新功能，建議關注官方公告並保持理性評估。投資前應做足功課，避免受到未經證實的訊息影響,0
您好，我們是社區公告管理系統。提醒您近期有不明簡訊騷擾案件，請勿點擊來路不明的連結，如收到可疑訊息，請向165反詐騙專線查證。,0
【系統通知】若您收到自稱來自政府補助、快遞或銀行的簡訊，請勿點擊未經查證的連結。如有疑問，請洽165反詐騙專線或原單位確認,0
提醒您注意資安風險，近期有釣魚網站冒充銀行發送簡訊，請務必從官方網站或App登入，避免資料外洩。,0
近日部分用戶收到假冒客服的來電與簡訊，請保持警覺，不主動提供個人資料與OTP驗證碼，避免帳號遭盜用。,0
社區管理提醒：近期詐騙手法多變，常見類型包括假中獎通知、偽裝快遞、假補助等。請勿輕信訊息內容並避免轉帳給陌生人。,0
提醒您：網購平台不會透過簡訊要求重新付款或提供銀行資訊，如有相關訊息請直接至官方App確認訂單狀態。,0
台灣電信業者提醒您，若收到不明來源簡訊或通話要求操作ATM、掃描QR碼、轉帳等，請立即掛斷並撥165查詢。,0
近期有假冒親友或客服的訊息流傳，請您務必保持警覺。若對方要求金錢、轉帳或點擊連結，請先核實身分。,0
您好，這裡是公共資訊中心，近期詐騙手法升級，假冒政府補助或健保通知頻繁，請民眾切勿點擊不明網址，相關資訊請以政府官方網站為準。,0
【系統提醒】有不肖人士冒用官方名義寄送簡訊及連結，請您僅使用官方App或網站查詢訂單、物流與繳費資訊。,0
提醒您注意：電商平台出貨通知、補助金查詢等服務不會要求登入陌生連結或提供帳號密碼。請提高警覺，以免受騙。,0
您好，近期詐騙手法包括假冒選舉查詢、投票通知與補助金申請，務必透過官方網站查證，勿提供身份證字號與帳戶資訊。,0
感謝您使用本系統，提醒您：任何補助金發放將透過官方流程，不會主動要求您點擊連結或輸入個資。若有疑問請聯繫165,0
【警政署提醒】近期有詐騙集團假冒政府或警察要求配合調查並轉帳，請勿相信。任何調查皆不會透過Line或簡訊進行。,0
如您收到以獲獎、補助為由要求「回電或提供個資」的訊息，請勿回應。政府不會主動透過簡訊辦理金錢發放事宜,0
【官方提醒】詐騙集團常利用假網站誘導輸入銀行帳號與驗證碼，請民眾避免透過連結進入網站，僅信任gov.tw及政府單位官網,0
提醒您近期出現大量釣魚簡訊，偽裝成信用卡、物流通知等名義，請勿點擊連結並刪除訊息。如已誤觸請立即修改密碼。,0
【社群通知】有詐騙集團假冒親友、客服或警察要求轉帳，請勿輕信。若對方要求以ATM或支付App操作，請立刻中止並通報165,0
您好，您的帳戶未曾出現異常紀錄，若您收到冒用本行名義之簡訊或Email，請無需理會並刪除，以免遭釣魚詐騙。,0
各大電信公司提醒，近期有詐騙集團冒充客服以調整費率或帳單為由騙取個資，請直接撥打客服專線或使用官方App查詢。,0
你的笑容是我每天最期待的風景，就算世界吵鬧，只要想到你，心就靜了下來。,0
我不是每天都浪漫，但每天都想著你，這種習慣，比任何情話都還要真實。,0
你就是我心中最溫柔的風景，無論多久，我都想一直陪在你身邊守護你。,0
每次見到你，心跳還是會加速，像第一次心動那樣，一點都沒變。,0
你的存在讓平凡的日子也閃閃發光，我好像越來越離不開你了。,0
就算全世界都忙著奔波，我也願意花時間只為你停留，陪你慢慢生活。,0
你總是能讓我一整天都心情很好，不管多忙多累，只要想起你就覺得幸福。,0
今天外面天氣還不錯，有空我們一起去散散步，順便聊聊最近的生活怎麼樣？,0
昨天看了那部電影，感覺還挺有意思的，下次有機會一起去看吧。,0
你最近工作忙嗎？要記得多休息，不要太累了，身體最重要。,0
家裡的菜都準備好了，晚上一起吃飯吧，順便聊聊最近發生的事情。,0
如果有什麼困難或煩惱，別忘了告訴我，我會盡力幫你分擔。,0
明天有空嗎？我們可以約個時間一起去喝咖啡，聊聊近況。,0
最近天氣變化大，記得多穿點衣服，別感冒了，身體健康才是第一。,0
這週末想去郊外走走，你有興趣一起去嗎？呼吸新鮮空氣對身體很好。,0
聽說你在準備考試，加油哦！有需要幫忙複習的話隨時找我。,0
家裡那隻貓咪最近很調皮，不知道你有沒有時間回來看看它。,0
這陣子大家都很忙，但也別忘了保持聯絡，我很想知道你的近況,0
最近在學習新的興趣，希望有機會跟你分享，也想聽聽你的想法,0
今天工作挺忙的，不過晚上還是想抽空跟你聊聊，聽聽你最近的生活，有什麼新鮮事都跟我分享吧！,0
天氣越來越熱了，記得多喝水，別忘了防曬，這幾天天氣預報說會有午後雷陣雨，出門記得帶傘喔！,0
最近家裡的花草都長得不錯，我試著自己澆水和施肥，還算成功，有空可以來看看，順便坐坐聊聊天。,0
上次你提到的那本書我找到了，還沒開始看，但封面很吸引人，等我看完可以借給你，咱們一起討論故事情節。,0
你最近有沒有什麼好看的影集推薦？我最近想找點輕鬆的東西看，工作累了需要放鬆一下。,0
週末有空嗎？想約你一起去公園散步或喝杯咖啡，難得放假，不想一直宅在家裡。,0
我最近學了幾道簡單又好吃的菜，下次聚會時我做給你吃，保證你會喜歡，期待你的品評！,0
記得上次你說想買新手機，有找到合適的型號了嗎？需要我幫你參考一下評價或比價也沒問題。,0
工作壓力大時，別忘了適時放鬆一下，哪怕只是散散步或聽聽音樂，都能讓心情好起來。,0
你爸媽最近身體還好嗎？有沒有什麼需要我幫忙的地方，大家都要注意健康，記得定期做健康檢查。,0
我家的貓咪最近特別黏人，一直跟著我轉圈圈，看著它這樣心情都變好了，養寵物真的很療癒。,0
有時候覺得朋友真的很重要，無論生活多忙碌，只要能找時間聊聊天，就覺得一切都沒那麼累。,0
你上次提到想學畫畫，有找到好的線上課程或老師嗎？我也想一起學，說不定我們可以互相切磋。,0
前幾天去爬山，風景很美，空氣也很新鮮，有空我們可以安排一次小旅行，放鬆心情順便運動一下。,0
家裡冰箱裡的食材快用完了，今晚要不要一起去超市買點菜？順便聊聊近況，很久沒好好聚聚了。,0
孩子最近學校的表現不錯，老師也說他很乖，你有空可以來家裡看看，大家一起聊聊育兒經驗。,0
我知道你最近有點煩心事，需要人傾聽時，隨時找我聊聊，別讓壓力悶在心裡。,0
今天去市場買了新鮮水果，甜度很高，回來順便做了果汁，改天來我家喝，我做給你喝！,0
家裡的老照片翻出來看，回憶好多，有空整理一下給你看，聊聊過去那些有趣的事情，懷念時光。,0
這週六下午三點有空嗎？想約你一起去看電影，順便吃個晚餐，聊聊最近的生活，感覺好久沒聚了。,0
下星期三晚上七點左右要不要一起去新開的餐廳試試？聽說那裡的料理超讚，約你一起去享受美食。,0
禮拜五下班後有空嗎？我想約你去喝杯咖啡，放鬆一下，順便聊聊工作和生活上的事。,0
這個周日早上十點，我們去公園慢跑怎麼樣？運動完還可以找個地方吃早餐，順便聊天。,0
下週二晚上八點有空嗎？我想約你去唱歌，已經很久沒一起去卡拉OK了，期待你的加入！,0
禮拜四下午三點後，我有空，可以約你去逛街或喝下午茶，聊聊近況，怎麼樣？,0
下個禮拜六中午十二點一起去吃燒烤吧，聽說那家新店很不錯，約定你到時候別爽約喔！,0
明天下午五點有空嗎？想約你去看展覽，順便喝杯咖啡，感覺你會喜歡那個藝術展。,0
週三晚上七點半，我訂了餐廳的位置，想約你一起去慶祝你最近的好消息，期待你來喔！,0
這週六下午兩點，想約你一起去爬山，呼吸新鮮空氣，順便拍幾張美美的照片，如何？,0
下星期一晚上六點，有沒有興趣一起去打桌球？運動運動，然後再去吃晚餐，放鬆一下。,0
這禮拜日早上十點半，咱們去喝早午餐吧，順便聊聊這陣子發生的趣事，期待你的回覆。,0
禮拜四下午四點有空嗎？我想約你去逛書店，然後找家咖啡廳坐坐，分享一下最近的讀書心得。,0
下星期五晚上九點，我們去夜市逛逛，吃點小吃，聊聊近況，感覺很久沒這樣玩了。,0
這週三下午三點，我們約在那家新開的甜點店見面，順便吃個下午茶，好久沒一起放鬆了。,0
週六晚上七點有空嗎？想約你去看場演唱會，一起享受音樂，放鬆心情。,0
下禮拜二中午十二點一起去吃便當吧，我知道一家很棒的店，想跟你分享。,0
明天下午四點，我想約你去拍照，外面天氣很好，適合出門走走，順便拍拍美照。,0
週五晚上八點，一起去打保齡球吧！運動一下，順便聊聊近況，放鬆心情。,0
這星期天早上九點，我們去菜市場買菜，然後一起做午餐，好久沒一起做飯了，很期待！,0
2025/06/22 是你的生日，我們那天一起去吃吃到飽吧！再一起去看最新的柯南電影，幫你慶生超完美！,0
你生日那天，6月22號，我訂好吃到飽餐廳了～吃飽後我們就去看柯南的新劇場版，安排得剛剛好,0
下個月的6月22日我們一起去吃吃到飽，慶祝你的生日，之後再衝電影院看柯南，超期待的行程！,0
想跟你約6/22吃吃到飽，那天你生日欸！吃完再衝去看柯南劇場版，整天行程都安排好啦～,0
生日要怎麼過？當然是吃到飽開心吃一頓！我們6月22日約好，再一起去看柯南電影！,0
6/22幫你慶生怎麼樣？我已經查好附近最好吃的吃到飽了，再加最新柯南電影，雙重享受！,0
今年生日來點特別的吧～6/22我們先吃吃到飽，再去看新上映的柯南劇場版，你覺得呢？,0
我有一個完美的生日行程給你：2025/6/22 我們先去吃吃到飽，然後直接去看柯南，開心過一天！,0
6月22日記得空下來唷！我們那天先去吃吃到飽幫你慶生，再去看柯南最新電影，期待！,0
想說你生日來點不一樣的，2025年6月22日，我們一起吃好吃的吃到飽，再一起看柯南，太讚了！,0
下個月6/22就是你的生日啦～我們約好去吃吃到飽，再衝柯南電影，你一定會喜歡這安排！,0
生日快樂預約中：6/22先吃吃到飽，再一起看最新的柯南劇場版，整個儀式感滿滿！,0
今年你的生日行程我幫你排好了：6月22日先吃吃到飽大餐，然後一起進電影院看柯南最新一集！,0
2025年6月22號我們一起去吃吃到飽吧，那天是你生日欸！再去看柯南的新劇場版超級搭！,0
幫你安排好生日行程啦：6/22 吃到飽吃一波，再衝柯南劇場版電影，保證你會喜歡！,0
6/22就決定了～吃到飽+柯南電影雙重慶生套餐準備中，到時候我們好好慶祝一下！,0
最棒的生日行程來囉：2025/06/22 吃吃到飽慶祝一波，再一起衝去電影院看最新柯南！,0
今年生日我想陪你一起度過，6月22日我們吃吃到飽，再去看柯南，你願意讓我約嗎？,0
記得6月22號空下來！我們去吃吃到飽幫你過生日，再一起去看柯南新劇場版，超期待那天！,0
我們約好 2025/06/22（星期日）下午兩點在信義區集合，先去吃壽喜燒吃到飽，吃完去逛誠品生活好嗎？,0
這週日 6月22號晚上六點，我訂了你最愛的火鍋吃到飽，我們先吃飯，再去附近酒吧小酌一下。,0
6/22 星期日早上 10 點我們去中山站那家早餐店吃早午餐，然後下午一起去拍貼＋唱歌到傍晚好嗎？,0
下禮拜天（6月22日）我們下午三點在西門集合，先逛街、吃韓式吃到飽，然後去打保齡球放鬆一下！,0
6/22（日）中午12點在台中火車站見，我們先去吃麻辣鍋吃到飽，之後逛一中街再去玩夾娃娃！,0
我們約 2025/06/22（星期日）晚上七點去吃壽喜燒吃到飽，吃完順路走去看煙火，超浪漫的！,0
記得喔，6月22號星期天下午兩點在你家樓下等你，我們要去吃Buffet，再去海邊看夕陽！,0
6/22（星期日）早上9點我們出發去北投泡溫泉，午餐吃飯店的吃到飽，然後在那邊發懶一整天。,0
這週日 2025年6月22日 下午四點在捷運中正紀念堂站見，先去看展覽，再去吃港式吃到飽，超期待！,0
6月22日星期天下午五點，我們到新店那家景觀餐廳吃晚餐吧，雖然不是吃到飽，但氣氛超棒！,0
6/22（日）晚上六點我們去板橋大遠百那家燒烤吃到飽，之後走路去看柯南電影，順便聊近況！,0
星期日 6月22號 下午一點，士林夜市先集合吃東西，傍晚我們再去河堤散步＋打羽毛球！,0
我幫你安排好了～2025/06/22（日）上午11點先吃吃到飽午餐，下午去密室逃脫，晚上再來份甜點。,0
6月22日星期天下午三點在松菸見，我們一起看電影、喝咖啡，晚餐吃那間新的燒肉吃到飽，行程滿滿！,0
週日 6/22 晚上七點，我們先去西門町那間超人氣的吃到飽，吃飽再去唱歌通宵，怎麼樣？,0
2025年6月22日（星期日）下午一點在你家附近的咖啡廳碰面，吃完輕食再去看美術館展覽！,0
這週日6/22早上10點我們約捷運台北車站見，吃完吃到飽午餐後去參加動漫展，一整天都超充實！,0
記得我們6月22號星期天下午兩點的約會嗎？先去吃Buffet，再散步到大安森林公園走走聊聊。,0
6/22（日）晚上六點我已經訂好燒烤吃到飽，我們吃完可以走去河堤夜市逛逛，看你想不想抓娃娃。,0
週日 6月22日早上9點，我們去大稻埕騎腳踏車吃早餐，然後中午去吃你說很想試的泰式吃到飽吧！,0
2025/06/28（星期六）上午 10:30 一起去松山文創逛手作市集，然後喝咖啡聊天。,0
2025/07/05（星期六）下午 2:00 去美術館看展，結束後去附近吃咖哩飯。,0
2025/07/02（星期三）晚上 7:00 去看最新上映的動畫電影，再去吃宵夜。,0
2025/06/30（星期一）下午 1:00 去動物園走走，晚上再去景觀餐廳看夜景。,0
2025/07/12（星期六）早上 9:00 一起去郊外爬山，午餐在山下老街吃小吃。,0
2025/07/06（星期日）下午 3:00 在百貨公司碰面，逛街＋吃甜點。,0
2025/07/04（星期五）晚上 6:30 去參加現場音樂表演，結束後去居酒屋吃點東西。,0
2025/07/09（星期三）中午 12:00 約吃拉麵，再一起去漫畫店待整個下午。,0
2025/06/26（星期四）下午 4:00 去打羽毛球運動一下，晚上順便去夜市吃飯。,0
2025/07/01（星期二）晚上 8:00 一起線上玩遊戲語音聊天，順便更新彼此近況。,0
2025/07/10（星期四）下午 2:30 去看攝影展，再一起去試一間新開的甜品店。,0
2025/06/29（星期日）早上 10:00 去拍貼＋中餐吃吃到飽，下午逛書店。,0
2025/07/03（星期四）晚上 7:30 去 KTV 包廂唱歌四小時，超放鬆！,0
2025/07/07（星期一）下午 1:30 去泡湯放鬆，晚上吃附近有名的鍋物。,0
2025/07/08（星期二）晚上 6:00 去運動中心游泳一小時，然後吃涼麵解暑。,0
2025/07/13（星期日）中午 11:00 去上烘焙課，一起做蛋糕，當下午茶吃掉。,0
2025/06/27（星期五）晚上 9:00 去看深夜場電影，看完聊聊最近的生活。,0
2025/07/11（星期五）下午 2:00 在大稻埕老街集合，散步＋攝影練習。,0
2025/06/25（星期三）中午 12:30 吃平價義大利麵，然後到公園散步。,0
2025/07/14（星期一）下午 4:30 約打 Switch 馬力歐派對，再訂外送一起吃。,0
禮拜五晚上 9 點你有空嗎？一起打 Apex ？我最近手感變好想衝分！,0
週六下午大概 3 點有沒有空來場 Overcooked？想輕鬆玩一下順便哈啦。,0
明天晚上 8 點玩瑪利歐派對好不好，我最近超想玩小遊戲亂鬧一下！,0
欸欸今天晚上 10 點開一局 LOL 吧，我需要有人幫我穩住下路 XD,0
你有玩 Minecraft 嗎？禮拜天中午來我伺服器玩，我蓋了新東西想給你看！,0
剛下班～等一下 8 點有空嗎？一起玩 Diablo IV，我想練等級！,0
這週五晚上要不要開 Elden Ring 線上模式？我想打個 boss，單人打不贏啦…,0
週六晚上來打傳說對決啦，9 點集合，我保證不雷！,0
明天週日晚上 7 點可以來場 Splatoon 3 嗎？我最近迷上塗地圖了～,0
晚上 10 點開機啦！要不要玩 Payday 3？我有新策略可以試試。,0
週三晚上你方便嗎？我超想打一下 CS2，來個輕鬆對戰紓壓～,0
今天下午 4 點我會上線玩動物森友會，有空來我島上晃晃、交換家具！,0
最近天氣太熱只能宅，今天晚上 9 點要不要來場 Monster Hunter Rise 狩獵！,0
晚上 8 點你要不要跟我一起玩 Stardew Valley，我想種田解壓～,0
下班了！今晚 9 點一起玩 Valorant 好嗎？我想練新角色！,0
明天週五中午 12 點有空嗎？來場 TFT 吧～我最近狂輸想逆轉！,0
我今晚在家耍廢，9 點要不要玩 GTA Online？我們一起搞笑開車亂晃。,0
最近懷舊中～禮拜六下午 2 點要不要來場瑪利歐賽車8？久沒玩手癢！,0
週日早上 10 點起床要不要先打一場 Pokemon Unite？吃早餐配遊戲超爽。,0
晚上 8 點打傳說啦，我最近練的角終於會走位了，想給你看！,0
早安寶貝～今天有沒有睡飽？中午記得吃飯唷，我們晚上七點見，愛你 💖,0
晚安啦我的小豬豬～希望你做個好夢，我夢裡會來找你 💤💕,0
想你想你想你～好想趕快見到你，我們週六吃甜點下午兩點，不見不散唷！,0
愛你唷～今天工作辛苦了，晚點記得泡熱水澡，我下班想打給你聽你聲音 🥰,0
明天週日我們約下午三點去看電影好不好？我已經訂好位子了嘿嘿 😘,0
早安我最愛的人☀️今天加油！中午吃飽飽，我們晚上八點一起吃壽喜燒嘿嘿～,0
昨天抱你的感覺還在我身上，超想你～這週五晚上約會記得不要遲到唷！,0
晚安了～寶貝乖乖睡喔，我明天早上八點叫你起床 😚 夢裡見！,0
今天過得好嗎？我們明天六點半去吃韓式烤肉唷，我整天都在期待🥩❤️,0
下班啦～超想你！晚點九點可以視訊一下嗎？想看看你今天穿什麼 😍,0
我們禮拜天去動物園好不好～十點在你家樓下接你，期待跟你一起走一整天！,0
愛你唷寶～今天天氣好冷，要記得穿外套，我要當你專屬的暖爐 ☺,0
早安啾啾💋我們約週六晚上七點去吃火鍋，然後散步可以嗎？我想牽你手走走。,0
晚安親愛的🌙明天早上九點叫你起來吃早餐，記得跟我說早安喔！,0
今天一整天都在想你，中午看到可愛的貓就想到你在笑，週五見 🐱💕,0
你今天有點累喔，講話都小小聲的，乖～晚安，幫你蓋好棉被被💤,0
想每天都跟你一起醒來～雖然今天要加班，但我會抽空傳訊息給你，愛你喔！,0
想每天都跟你一起醒來～雖然今天要加班，但我會抽空傳訊息給你，愛你喔！哈哈哈，笑死，我超愛你喔！,0
你知道我最喜歡的一件事是什麼嗎？就是每天都跟你說早安和晚安 ☀️🌙,0
週五晚上去夜市啦～我們七點見，順便幫你買你最愛的地瓜球 🥔❤️,0
今天辛苦了，我最棒的寶貝～晚安，做個好夢，我愛你愛你愛你 😚💕,0
幹我剛剛走路直接踩到一坨狗屎，超級黏那種，笑死我自己 🤣,0
你昨天那個髮型真的太好笑了，我忍住沒笑已經很有修養了哈哈哈,0
靠杯我剛剛夢到你變成一顆大蕃茄，還在我家冰箱裡哈哈哈,0
好無聊喔幹，有沒有新劇可以推，我已經看完Netflix所有片了…,0
靠北我剛打噴嚏撞到桌角，痛到懷疑人生，還被我媽笑哈哈哈,0
你不是說要減肥，結果半夜偷偷吃炸雞還拍照傳我，是三小啦,0
笑死我昨天滑到你國小的照片，根本超肥Q的豬豬一隻哈哈哈,0
